,accuracy,loss,val_accuracy,val_loss
0,0.4761904776096344,0.7032698392868042,0.5111111402511597,0.6919816732406616
1,0.4952380955219269,0.690638542175293,0.5111111402511597,0.6906442642211914
2,0.4952380955219269,0.6690195798873901,0.5777778029441833,0.7285054326057434
3,0.7095237970352173,0.6214179396629333,0.6111111044883728,0.7573748230934143
4,0.7571428418159485,0.7268764972686768,0.5444444417953491,1.0182710886001587
5,0.776190459728241,0.5220450162887573,0.6333333253860474,0.814263641834259
6,0.7857142686843872,0.4955628216266632,0.5777778029441833,0.767368733882904
7,0.7904762029647827,0.40503862500190735,0.5333333611488342,1.0416605472564697
8,0.8857142925262451,0.2701541483402252,0.6333333253860474,0.9049482345581055
9,0.9428571462631226,0.16999727487564087,0.6777777671813965,1.0109617710113525
10,0.961904764175415,0.10258177667856216,0.6666666865348816,1.27712881565094
11,0.976190447807312,0.06659876555204391,0.6666666865348816,1.1790428161621094
12,0.938095211982727,0.16931556165218353,0.6666666865348816,1.0011833906173706
13,0.9666666388511658,0.12166643887758255,0.6555555462837219,1.050718069076538
14,0.9428571462631226,0.13547872006893158,0.6333333253860474,1.3932158946990967
15,0.976190447807312,0.07685889303684235,0.6666666865348816,1.380257248878479
16,0.9809523820877075,0.052716270089149475,0.6555555462837219,1.7107841968536377
17,0.9523809552192688,0.12987282872200012,0.6666666865348816,1.4627224206924438
18,0.9857142567634583,0.05166804790496826,0.644444465637207,1.428525447845459
19,0.9904761910438538,0.04880542308092117,0.699999988079071,1.3549195528030396
20,0.9857142567634583,0.02945367805659771,0.6555555462837219,1.9330624341964722
21,0.9904761910438538,0.014120391570031643,0.7111111283302307,1.9192103147506714
22,1.0,0.007572091184556484,0.6777777671813965,2.2247860431671143
23,1.0,0.004780598450452089,0.6333333253860474,2.912811279296875
24,1.0,0.0018635396845638752,0.6555555462837219,2.781621217727661
25,1.0,0.0011761435307562351,0.6555555462837219,2.956129312515259
26,1.0,0.0005376320332288742,0.644444465637207,3.1124041080474854
27,1.0,0.00024365684657823294,0.644444465637207,3.228715419769287
28,1.0,0.00013087166007608175,0.644444465637207,3.308098077774048
29,1.0,8.76982812769711e-05,0.644444465637207,3.3529021739959717
