,accuracy,loss,val_accuracy,val_loss
0,0.5809524059295654,0.7044521570205688,0.4555555582046509,0.713983416557312
1,0.5285714268684387,0.6893038749694824,0.5555555820465088,0.6923186182975769
2,0.5857142806053162,0.6868926882743835,0.47777777910232544,0.6944679617881775
3,0.6000000238418579,0.6684920787811279,0.5111111402511597,0.6996786594390869
4,0.6761904954910278,0.6168808937072754,0.5222222208976746,1.3992401361465454
5,0.5714285969734192,0.7623606324195862,0.5444444417953491,0.6909691095352173
6,0.6571428775787354,0.6449852585792542,0.5444444417953491,0.6880131363868713
7,0.6428571343421936,0.6315366625785828,0.5333333611488342,0.687646210193634
8,0.6619047522544861,0.6043068766593933,0.5111111402511597,0.730880081653595
9,0.738095223903656,0.5319913029670715,0.5111111402511597,0.9764558672904968
10,0.6952381134033203,0.5461795926094055,0.5222222208976746,0.7526570558547974
11,0.7714285850524902,0.49308326840400696,0.5444444417953491,0.85066157579422
12,0.7809523940086365,0.42028191685676575,0.5555555820465088,1.2074806690216064
13,0.8333333134651184,0.3442734479904175,0.5666666626930237,1.3397177457809448
14,0.7904762029647827,0.4198210537433624,0.5555555820465088,0.9970914125442505
15,0.7142857313156128,0.4996221363544464,0.5444444417953491,0.8197924494743347
16,0.8809523582458496,0.36136308312416077,0.6000000238418579,1.8706895112991333
17,0.8904761672019958,0.23872488737106323,0.5666666626930237,2.668560266494751
18,0.9238095283508301,0.21111220121383667,0.6666666865348816,2.376169443130493
19,0.9333333373069763,0.1883978545665741,0.6333333253860474,1.970414400100708
20,0.9523809552192688,0.13504864275455475,0.6222222447395325,2.428283452987671
21,0.961904764175415,0.10658985376358032,0.6333333253860474,2.919883966445923
22,0.9571428298950195,0.08948931097984314,0.6555555462837219,3.4387362003326416
23,0.9714285731315613,0.06886673718690872,0.6666666865348816,3.6736416816711426
24,0.9523809552192688,0.13119098544120789,0.644444465637207,2.6281778812408447
25,0.9476190209388733,0.12306442111730576,0.6000000238418579,2.3800690174102783
26,0.961904764175415,0.13164028525352478,0.6333333253860474,3.7221179008483887
27,0.9714285731315613,0.093399778008461,0.5888888835906982,3.123624324798584
28,0.9714285731315613,0.05657705292105675,0.644444465637207,4.0892014503479
29,0.9857142567634583,0.03856578841805458,0.644444465637207,4.930037021636963
