,accuracy,loss,val_accuracy,val_loss
0,0.48571428656578064,0.7377641201019287,0.3888888955116272,0.6949763894081116
1,0.4809523820877075,0.69334876537323,0.4888888895511627,0.6927414536476135
2,0.5047619342803955,0.6884155869483948,0.4888888895511627,0.6856886148452759
3,0.561904788017273,0.6740899085998535,0.5555555820465088,0.6843618750572205
4,0.7523809671401978,0.6094089150428772,0.5222222208976746,0.7946669459342957
5,0.5809524059295654,0.6557878851890564,0.4888888895511627,0.7735071778297424
6,0.7190476059913635,0.607977032661438,0.5888888835906982,0.6602094173431396
7,0.7952380776405334,0.4779720604419708,0.7222222089767456,0.6253896355628967
8,0.8285714387893677,0.4171508848667145,0.6888889074325562,0.6871540546417236
9,0.9190475940704346,0.25935718417167664,0.6555555462837219,0.7101225256919861
10,0.9333333373069763,0.18649683892726898,0.699999988079071,0.9955858588218689
11,0.9142857193946838,0.1838335543870926,0.6666666865348816,0.905867874622345
12,0.9714285731315613,0.09444765001535416,0.699999988079071,0.8221811652183533
13,0.9857142567634583,0.053038232028484344,0.6888889074325562,1.0472493171691895
14,0.9857142567634583,0.03442838042974472,0.644444465637207,1.4195597171783447
15,1.0,0.009734841994941235,0.6666666865348816,1.96116304397583
16,1.0,0.0018275103066116571,0.6666666865348816,2.4077723026275635
17,1.0,0.0004400972102303058,0.6888889074325562,2.687868118286133
18,1.0,0.0001657520915614441,0.699999988079071,2.9626879692077637
19,1.0,9.375296212965623e-05,0.6888889074325562,3.0688655376434326
20,1.0,6.292918260442093e-05,0.6555555462837219,3.12277889251709
21,1.0,4.827329030376859e-05,0.6555555462837219,3.1643195152282715
22,1.0,3.562595520634204e-05,0.6555555462837219,3.227083444595337
23,1.0,2.9431423172354698e-05,0.6555555462837219,3.300105094909668
24,1.0,2.5114326490438543e-05,0.6555555462837219,3.3681342601776123
25,1.0,2.0224320905981585e-05,0.6555555462837219,3.424133539199829
26,1.0,1.8107255527866073e-05,0.6666666865348816,3.4761555194854736
27,1.0,1.5859563063713722e-05,0.6666666865348816,3.53115177154541
28,1.0,1.3782424503006041e-05,0.6666666865348816,3.5706562995910645
29,1.0,1.2434144991857465e-05,0.6666666865348816,3.6210927963256836
